dataset,model,rf,max_rf,norm_rf,runtime,full_runtime
TF323752,ESM3,120,144,0.8333333333333334,2.6644890308380127,2.6714701652526855
TF323756,ESM3,10,18,0.5555555555555556,0.4961674213409424,0.5044844150543213
TF323766,ESM3,110,140,0.7857142857142857,2.870629072189331,2.878458023071289
TF323771,ESM3,94,112,0.8392857142857143,2.062103033065796,2.0697782039642334
TF323772,ESM3,114,140,0.8142857142857143,2.5560667514801025,2.5632705688476562
TF323773,ESM3,110,140,0.7857142857142857,2.601832628250122,2.6084952354431152
TF323774,ESM3,2,6,0.3333333333333333,0.2159578800201416,0.21846556663513184
TF323780,ESM3,8,8,1.0,0.24475789070129395,0.24726510047912598
TF323781,ESM3,72,98,0.7346938775510204,1.826528549194336,1.8308298587799072
TF323786,ESM3,134,164,0.8170731707317073,2.990492582321167,2.999793529510498
TF323788,ESM3,120,146,0.821917808219178,2.9124698638916016,2.919633150100708
TF323789,ESM3,80,92,0.8695652173913043,7.656289577484131,7.661613464355469
TF323790,ESM3,28,30,0.9333333333333333,0.625633716583252,0.6281180381774902
TF323791,ESM3,72,86,0.8372093023255814,2.537062883377075,2.5432355403900146
TF323794,ESM3,106,134,0.7910447761194029,2.4441347122192383,2.4504201412200928
TF323796,ESM3,0,4,0.0,0.1747429370880127,0.17507648468017578
TF323797,ESM3,10,16,0.625,0.39015746116638184,0.3930785655975342
TF323798,ESM3,0,4,0.0,0.17687201499938965,0.17941951751708984
TF323799,ESM3,0,8,0.0,0.24573516845703125,0.2485826015472412
TF323802,ESM3,14,26,0.5384615384615384,0.579981803894043,0.5858490467071533
TF323808,ESM3,10,20,0.5,0.4522984027862549,0.45433974266052246
TF323809,ESM3,78,100,0.78,1.8438575267791748,1.8477935791015625
TF323810,ESM3,122,142,0.8591549295774648,2.5725746154785156,2.5801167488098145
TF323812,ESM3,24,28,0.8571428571428571,0.6026804447174072,0.6059548854827881
TF323819,ESM3,160,182,0.8791208791208791,3.3234527111053467,3.3336338996887207
TF323823,ESM3,72,98,0.7346938775510204,1.7960865497589111,1.8007795810699463
TF323824,ESM3,90,106,0.8490566037735849,1.9434754848480225,1.9545361995697021
TF323827,ESM3,108,120,0.9,2.191411018371582,2.197310447692871
TF323832,ESM3,72,74,0.972972972972973,1.4266717433929443,1.4307701587677002
TF323833,ESM3,60,72,0.8333333333333334,1.560105800628662,1.570948839187622
TF323838,ESM3,12,22,0.5454545454545454,0.489238977432251,0.4917612075805664
TF323842,ESM3,172,174,0.9885057471264368,3.148451089859009,3.157984972000122
TF323844,ESM3,100,126,0.7936507936507936,2.2886385917663574,2.2940444946289062
TF323845,ESM3,14,14,1.0,0.35197949409484863,0.35413455963134766
TF323848,ESM3,132,146,0.9041095890410958,2.6682965755462646,2.6765835285186768
TF323849,ESM3,48,52,0.9230769230769231,1.0158560276031494,1.0177335739135742
