dataset,model,rf,max_rf,norm_rf,runtime,full_runtime
TB2:S10231Taxa2_processed,ESMC_300M,92,106,0.8679245283018868,1.1565077304840088,1.1610379219055176
TB2:S11611Taxa3_processed,ESMC_300M,17,29,0.5862068965517241,0.3679940700531006,0.36913347244262695
TB2:S10433Taxa2_processed,ESMC_300M,82,122,0.6721311475409836,1.4388394355773926,1.4446964263916016
TB2:S12162Taxa6_processed,ESMC_300M,124,158,0.7848101265822784,1.6651132106781006,1.6725542545318604
TB2:S14125Taxa1_processed,ESMC_300M,27,35,0.7714285714285715,0.5259389877319336,0.5274865627288818
TB2:S13033_processed,ESMC_300M,99,113,0.8761061946902655,2.196471691131592,2.2062320709228516
TB2:S11558_processed,ESMC_300M,172,194,0.8865979381443299,2.093071937561035,2.1036946773529053
TB2:S1360Taxa2_processed,ESMC_300M,20,24,0.8333333333333334,0.3338136672973633,0.33473730087280273
TB2:S13318Taxa4_processed,ESMC_300M,42,42,1.0,0.5067238807678223,0.508197546005249
TB2:S14541Taxa2_processed,ESMC_300M,259,261,0.9923371647509579,4.235013008117676,4.261449098587036
TB2:S14426Taxa6_processed,ESMC_300M,32,50,0.64,0.5971629619598389,0.5987868309020996
TB2:S13318Taxa2_processed,ESMC_300M,164,168,0.9761904761904762,1.855403184890747,1.8633699417114258
TB2:S15435Taxa2_processed,ESMC_300M,12,34,0.35294117647058826,0.40482640266418457,0.4060373306274414
TB2:S2191Taxa3_processed,ESMC_300M,30,52,0.5769230769230769,0.6584923267364502,0.6605710983276367
TB2:S14995Taxa1_processed,ESMC_300M,26,28,0.9285714285714286,0.31447339057922363,0.3155674934387207
TB2:S1383Taxa2_processed,ESMC_300M,23,25,0.92,0.33240318298339844,0.33342432975769043
TB2:S14096Taxa4_processed,ESMC_300M,85,111,0.7657657657657657,1.2073843479156494,1.2119765281677246
TB2:S2036Taxa3_processed,ESMC_300M,300,334,0.8982035928143712,3.3951427936553955,3.4210879802703857
TB2:S1052Taxa1_processed,ESMC_300M,46,48,0.9583333333333334,0.5739197731018066,0.5755658149719238
TB2:S2058Taxa6_processed,ESMC_300M,20,32,0.625,0.427661657333374,0.4290497303009033
TB2:S1626Taxa1_processed,ESMC_300M,26,32,0.8125,0.3784358501434326,0.37960243225097656
